;BRL;BRL_comm_PCA
2015-06-04;3.13319993019104;3.027
2015-06-05;3.140199899673462;2.552
2015-06-08;3.1396000385284424;3.075
2015-06-09;3.1098999977111816;3.047
2015-06-10;3.0954999923706055;3.037
2015-06-11;3.114000082015991;3.04
2015-06-12;3.087100028991699;3.049
2015-06-15;3.11680006980896;3.061
2015-06-16;3.123500108718872;3.058
2015-06-17;3.086899995803833;3.063
2015-06-18;3.0504000186920166;3.072
2015-06-19;3.057800054550171;3.045
2015-06-22;3.0931999683380127;3.021
2015-06-23;3.084399938583374;3.078
2015-06-24;3.0738000869750977;3.085
2015-06-25;3.094899892807007;3.084
2015-06-26;3.124399900436402;3.079
2015-06-29;3.125699996948242;3.119
2015-06-30;3.115000009536743;3.111
2015-07-01;3.1080000400543213;3.119
2015-07-02;3.1454999446868896;3.136
2015-07-03;3.0940001010894775;3.11
2015-07-06;3.129199981689453;3.185
2015-07-07;3.1350998878479004;3.196
2015-07-08;3.1786999702453613;3.204
2015-07-09;3.2316999435424805;3.212
2015-07-10;3.221100091934204;3.184
2015-07-13;3.155600070953369;3.206
2015-07-14;3.131200075149536;3.209
2015-07-15;3.1364998817443848;3.198
2015-07-16;3.1356000900268555;3.237
2015-07-17;3.150599956512451;3.244
2015-07-20;3.1851999759674072;3.229
2015-07-21;3.194499969482422;3.246
2015-07-22;3.1719000339508057;3.226
2015-07-23;3.2197999954223633;3.231
2015-07-24;3.2841999530792236;3.266
2015-07-27;3.3559999465942383;3.293
2015-07-28;3.3617000579833984;3.286
2015-07-29;3.3545000553131104;3.257
2015-07-30;3.323899984359741;3.277
2015-07-31;3.370800018310547;3.304
2015-08-03;3.4193999767303467;3.309
2015-08-04;3.4488000869750977;3.32
2015-08-05;3.4663000106811523;3.312
2015-08-06;3.483799934387207;3.324
2015-08-07;3.531599998474121;3.321
2015-08-10;3.531599998474121;3.292
2015-08-11;3.435699939727783;3.247
2015-08-12;3.4709999561309814;3.35
2015-08-13;3.475100040435791;3.337
2015-08-14;3.5192999839782715;3.355
2015-08-17;3.47790002822876;3.356
2015-08-18;3.476599931716919;3.325
2015-08-19;3.464900016784668;3.328
2015-08-20;3.488300085067749;3.341
2015-08-21;3.457799911499023;3.364
2015-08-24;3.497999906539917;3.413
2015-08-25;3.548099994659424;3.479
2015-08-26;3.611500024795532;3.489
2015-08-27;3.594099998474121;3.498
2015-08-28;3.5501999855041504;3.469
2015-08-31;3.578700065612793;3.468
2015-09-01;3.619199991226196;3.462
2015-09-02;3.692500114440918;3.514
2015-09-03;3.7539000511169434;3.52
2015-09-04;3.734999895095825;3.523
2015-09-07;3.8396999835968018;3.539
2015-09-08;3.8350000381469727;3.589
2015-09-09;3.8159000873565674;3.562
2015-09-10;3.778700113296509;3.591
2015-09-11;3.848099946975708;3.545
2015-09-14;3.868200063705444;3.532
2015-09-15;3.810699939727783;3.51
2015-09-16;3.859699964523315;3.499
2015-09-17;3.8285999298095703;3.472
2015-09-18;3.891400098800659;3.499
2015-09-21;3.938999891281128;3.5
2015-09-22;3.9814000129699703;3.546
2015-09-23;4.047699928283691;3.599
2015-09-24;4.175099849700928;3.625
2015-09-25;3.933000087738037;3.6
2015-09-28;3.967600107192993;3.606
2015-09-29;4.103700160980225;3.686
2015-09-30;4.0543999671936035;3.658
2015-10-01;3.94569993019104;3.631
2015-10-02;3.998800039291382;3.622
2015-10-05;3.927500009536743;3.583
2015-10-06;3.909899950027466;3.541
2015-10-07;3.848999977111816;3.471
2015-10-08;3.880300045013428;3.507
2015-10-09;3.781899929046631;3.466
2015-10-12;3.759099960327149;3.419
2015-10-13;3.760499954223633;3.424
2015-10-14;3.8887999057769775;3.518
2015-10-15;3.8071000576019287;3.445
2015-10-16;3.7925000190734863;3.423
2015-10-19;3.920700073242187;3.477
2015-10-20;3.8877999782562256;3.494
2015-10-21;3.9022998809814458;3.515
2015-10-22;3.9367001056671143;3.549
2015-10-23;3.9022998809814458;3.515
2015-10-26;3.875600099563598;3.537
2015-10-27;3.903899908065796;3.532
2015-10-28;3.8833999633789062;3.572
2015-10-29;3.897200107574463;3.606
2015-10-30;3.84470009803772;3.611
2015-11-02;3.8513998985290527;3.584
2015-11-03;3.870199918746948;3.561
2015-11-04;3.767100095748902;3.578
2015-11-05;3.795599937438965;3.623
2015-11-06;3.780100107192993;3.642
2015-11-09;3.766299962997437;3.693
2015-11-10;3.799099922180176;3.691
2015-11-11;3.7453999519348145;3.705
2015-11-12;3.762900114059448;3.652
2015-11-13;3.766900062561035;3.681
2015-11-16;3.84060001373291;3.759
2015-11-17;3.8255999088287354;3.769
2015-11-18;3.808300018310547;3.745
2015-11-19;3.767100095748902;3.77
2015-11-20;3.761199951171875;3.691
2015-11-23;3.6995999813079834;3.683
2015-11-24;3.728899955749512;3.713
2015-11-25;3.696199893951416;3.683
2015-11-26;3.739399909973145;3.687
2015-11-27;3.7383999824523926;3.71
2015-11-30;3.841399908065796;3.754
2015-12-01;3.8666000366210938;3.75
2015-12-02;3.850600004196167;3.667
2015-12-03;3.832299947738647;3.658
2015-12-04;3.7558999061584473;3.61
2015-12-07;3.750999927520752;3.671
2015-12-08;3.759500026702881;3.739
2015-12-09;3.814500093460083;3.748
2015-12-10;3.742700099945069;3.086
2015-12-11;3.807800054550171;3.78
2015-12-14;3.812700033187866;3.793
2015-12-15;3.884399890899658;3.034
2015-12-16;3.905900001525879;3.774
2015-12-17;3.892899990081787;3.769
2015-12-18;3.876300096511841;3.818
2015-12-21;3.978399991989136;3.81
2015-12-22;4.01140022277832;3.751
2015-12-23;3.9851999282836914;3.751
2015-12-24;3.940999984741211;3.742
2015-12-25;3.913000106811523;3.736
2015-12-28;3.908200025558472;3.726
2015-12-29;3.85509991645813;3.741
2015-12-30;3.864099979400635;3.738
2015-12-31;3.956700086593628;3.757
2016-01-01;3.950000047683716;3.761
2016-01-04;3.9491000175476074;3.763
2016-01-05;4.037300109863281;3.843
2016-01-06;4.026899814605713;3.863
2016-01-07;4.019899845123291;3.938
2016-01-08;4.041500091552734;3.918
2016-01-11;3.993200063705444;4.015
2016-01-12;4.0503997802734375;4.015
2016-01-13;4.025199890136719;3.999
2016-01-14;4.014100074768066;4.015
2016-01-15;4.005899906158447;3.998
2016-01-18;4.004300117492676;4.079
2016-01-19;4.052299976348877;4.07
2016-01-20;4.0584001541137695;4.067
2016-01-21;4.101399898529053;4.078
2016-01-22;4.153500080108643;4.018
2016-01-25;4.0894999504089355;4.028
2016-01-26;4.087900161743164;4.063
2016-01-27;4.06689977645874;4.021
2016-01-28;4.104899883270264;4.035
2016-01-29;4.066999912261963;3.986
2016-02-01;3.997100114822388;3.99
2016-02-02;3.959700107574463;3.967
2016-02-03;3.985300064086914;4.021
2016-02-04;3.892299890518189;3.924
2016-02-05;3.886199951171875;3.938
2016-02-08;3.8984999656677246;4.01
2016-02-09;3.8915998935699463;4.019
2016-02-10;3.881500005722046;3.988
2016-02-11;3.926300048828125;4.005
2016-02-12;3.987499952316284;3.965
2016-02-15;3.9681999683380127;3.968
2016-02-16;3.994999885559082;3.958
2016-02-17;4.0625;4.018
2016-02-18;3.9809000492095943;3.209
2016-02-19;4.024600028991699;3.913
2016-02-22;4.01639986038208;3.914
2016-02-23;3.942800045013428;3.877
2016-02-24;3.9535000324249263;3.933
2016-02-25;3.954400062561035;3.909
2016-02-26;3.951900005340576;3.891
2016-02-29;3.9646999835968018;3.989
2016-03-01;4.012899875640869;3.944
2016-03-02;3.921999931335449;3.89
2016-03-03;3.8893001079559326;3.872
2016-03-04;3.796099901199341;3.786
2016-03-07;3.768800020217895;3.733
2016-03-08;3.781100034713745;3.712
2016-03-09;3.752700090408325;3.754
2016-03-10;3.676899909973145;3.76
2016-03-11;3.614000082015991;3.749
2016-03-14;3.571700096130371;3.689
2016-03-15;3.6549999713897705;3.72
2016-03-16;3.7623000144958496;3.796
2016-03-17;3.736599922180176;3.677
2016-03-18;3.6205999851226807;3.615
2016-03-21;3.6210999488830566;3.643
2016-03-22;3.612600088119507;3.701
2016-03-23;3.577800035476685;3.702
2016-03-24;3.6800999641418457;3.723
2016-03-25;3.6772000789642334;3.736
2016-03-28;3.683500051498413;3.736
2016-03-29;3.6772000789642334;3.711
2016-03-30;3.6349000930786137;3.652
2016-03-31;3.596100091934204;3.567
2016-04-01;3.5864999294281006;3.571
2016-04-04;3.5485999584198;3.601
2016-04-05;3.6171998977661137;3.643
2016-04-06;3.6737000942230225;3.673
2016-04-07;3.636399984359741;3.604
2016-04-08;3.6826000213623047;3.67
2016-04-11;3.586199998855591;3.669
2016-04-12;3.4885001182556152;3.595
2016-04-13;3.4825000762939453;3.543
2016-04-14;3.493499994277954;3.538
2016-04-15;3.4725000858306885;3.542
2016-04-18;3.5309998989105225;3.553
2016-04-19;3.6098999977111816;3.474
2016-04-20;3.5253000259399414;3.441
2016-04-21;3.524399995803833;3.434
2016-04-22;3.524399995803833;3.442
2016-04-25;3.562299966812134;3.526
2016-04-26;3.5504000186920166;3.533
2016-04-27;3.52020001411438;3.508
2016-04-28;3.5215001106262207;3.472
2016-04-29;3.479700088500977;3.487
2016-05-02;3.432800054550171;3.414
2016-05-03;3.496500015258789;3.411
2016-05-04;3.5548999309539795;3.544
2016-05-05;3.545399904251098;3.624
2016-05-06;3.533099889755249;3.616
2016-05-09;3.499000072479248;3.635
2016-05-10;3.513000011444092;3.685
2016-05-11;3.470400094985962;3.677
2016-05-12;3.447000026702881;3.671
2016-05-13;3.477099895477295;3.692
2016-05-16;3.5302000045776367;3.735
2016-05-17;3.494499921798706;3.708
2016-05-18;3.4860999584198;3.731
2016-05-19;3.558500051498413;3.794
2016-05-20;3.5608999729156494;3.782
2016-05-23;3.557300090789795;3.77
2016-05-24;3.566499948501587;3.788
2016-05-25;3.567300081253052;3.791
2016-05-26;3.576900005340576;3.795
2016-05-27;3.58270001411438;3.772
2016-05-30;3.6089000701904297;3.795
2016-05-31;3.5673999786376953;3.76
2016-06-01;3.583199977874756;3.793
2016-06-02;3.5910000801086426;3.767
2016-06-03;3.5801000595092773;3.756
2016-06-06;3.524499893188477;3.664
2016-06-07;3.484499931335449;3.62
2016-06-08;3.4349000453948975;3.57
2016-06-09;3.3575000762939453;3.525
2016-06-10;3.395900011062622;3.563
2016-06-13;3.415800094604492;3.62
2016-06-14;3.477299928665161;3.623
2016-06-15;3.475100040435791;3.648
2016-06-16;3.4693000316619873;3.572
2016-06-17;3.461199998855591;3.626
2016-06-20;3.4128000736236572;3.535
2016-06-21;3.391700029373169;3.532
2016-06-22;3.412100076675415;3.497
2016-06-23;3.374300003051758;3.433
2016-06-24;3.336999893188477;3.455
2016-06-27;3.3677000999450684;3.52
2016-06-28;3.3893001079559326;3.634
2016-06-29;3.302500009536743;3.564
2016-06-30;3.237600088119507;3.483
2016-07-01;3.205899953842163;3.459
2016-07-04;3.230600118637085;3.434
2016-07-05;3.2885000705718994;3.413
2016-07-06;3.299099922180176;3.476
2016-07-07;3.3269999027252197;3.5
2016-07-08;3.3610999584198;3.435
2016-07-11;3.2976999282836914;3.398
2016-07-12;3.3071999549865723;3.442
2016-07-13;3.2934999465942383;3.369
2016-07-14;3.2616000175476074;3.377
2016-07-15;3.2483999729156494;3.384
2016-07-18;3.276599884033203;3.424
2016-07-19;3.249399900436402;3.405
2016-07-20;3.2479000091552734;3.425
2016-07-21;3.252700090408325;3.45
2016-07-22;3.2685999870300293;3.443
2016-07-25;3.251499891281128;3.487
2016-07-26;3.282099962234497;3.49
2016-07-27;3.2699999809265137;3.504
2016-07-28;3.2585999965667725;3.459
2016-07-29;3.281899929046631;3.473
2016-08-01;3.2462000846862793;3.414
2016-08-02;3.2583999633789062;3.472
2016-08-03;3.2527999877929688;3.416
2016-08-04;3.234600067138672;3.439
2016-08-05;3.186899900436402;3.437
2016-08-08;3.1607000827789307;3.408
2016-08-09;3.168600082397461;3.409
2016-08-10;3.142899990081787;3.381
2016-08-11;3.1247000694274902;3.318
2016-08-12;3.138999938964844;3.33
2016-08-15;3.190500020980835;3.33
2016-08-16;3.184799909591675;3.347
2016-08-17;3.201200008392334;3.334
2016-08-18;3.2047998905181885;3.348
2016-08-19;3.2379000186920166;3.305
2016-08-22;3.2044999599456787;3.344
2016-08-23;3.198699951171875;3.395
2016-08-24;3.2355000972747803;3.402
2016-08-25;3.223299980163574;3.396
2016-08-26;3.228300094604492;3.404
2016-08-29;3.2641000747680664;3.431
2016-08-30;3.22760009765625;3.418
2016-08-31;3.236799955368042;3.453
2016-09-01;3.2260000705718994;3.445
2016-09-02;3.253200054168701;3.46
2016-09-05;3.2560999393463135;3.449
2016-09-06;3.267199993133545;3.414
2016-09-07;3.1963000297546387;3.333
2016-09-08;3.190700054168701;3.319
2016-09-09;3.214900016784668;3.364
2016-09-12;3.271699905395508;3.382
2016-09-13;3.2469000816345215;3.411
2016-09-14;3.3141000270843506;3.498
2016-09-15;3.3434998989105225;3.446
2016-09-16;3.299799919128418;3.414
2016-09-19;3.265500068664551;3.443
2016-09-20;3.271199941635132;3.415
2016-09-21;3.2560999393463135;3.383
2016-09-22;3.20959997177124;3.356
2016-09-23;3.2170000076293945;3.333
2016-09-26;3.2432000637054443;3.366
2016-09-27;3.240600109100342;3.351
2016-09-28;3.232599973678589;3.341
2016-09-29;3.2177999019622803;3.333
2016-09-30;3.259299993515014;3.343
2016-10-03;3.25979995727539;3.361
2016-10-04;3.208699941635132;3.342
2016-10-05;3.254499912261963;3.398
2016-10-06;3.2184998989105225;3.424
2016-10-07;3.2272000312805176;3.414
2016-10-10;3.2193000316619873;3.409
2016-10-11;3.202699899673462;3.416
2016-10-12;3.1958999633789062;3.462
2016-10-13;3.200700044631958;3.461
2016-10-14;3.177299976348877;3.455
2016-10-17;3.2019999027252197;3.468
2016-10-18;3.204200029373169;3.447
2016-10-19;3.1816999912261963;3.398
2016-10-20;3.166100025177002;3.395
2016-10-21;3.1391000747680664;3.399
2016-10-24;3.148900032043457;3.414
2016-10-25;3.124500036239624;3.394
2016-10-26;3.1103999614715576;3.368
2016-10-27;3.1387999057769775;3.378
2016-10-28;3.165299892425537;3.382
2016-10-31;3.2030999660491943;3.367
2016-11-01;3.198199987411499;3.352
2016-11-02;3.235100030899048;3.393
2016-11-03;3.2525999546051025;3.322
2016-11-04;3.2583999633789062;3.339
2016-11-07;3.232300043106079;3.337
2016-11-08;3.200900077819824;3.296
2016-11-09;3.168100118637085;3.277
2016-11-10;3.2330000400543213;3.343
2016-11-11;3.3956000804901123;3.37
2016-11-14;3.390000104904175;3.457
2016-11-15;3.4402999877929688;3.521
2016-11-16;3.441699981689453;3.497
2016-11-17;3.450700044631958;3.53
2016-11-18;3.4323999881744385;3.558
2016-11-21;3.3822999000549316;3.582
2016-11-22;3.387399911880493;3.511
2016-11-23;3.363600015640259;3.553
2016-11-24;3.4310998916625977;3.576
2016-11-25;3.390700101852417;3.521
2016-11-28;3.4210000038146973;3.518
2016-11-29;3.4072000980377197;3.458
2016-11-30;3.4537999629974365;3.442
2016-12-01;3.4063000679016113;3.44
2016-12-02;3.572999954223633;3.462
2016-12-05;3.4746999740600586;3.468
2016-12-06;3.4200000762939453;3.454
2016-12-07;3.4063000679016113;3.403
2016-12-08;3.3815999031066895;3.364
2016-12-09;3.373699903488159;3.405
2016-12-12;3.377000093460083;3.423
2016-12-13;3.3373000621795654;3.342
2016-12-14;3.334199905395508;3.34
2016-12-15;3.36899995803833;3.405
2016-12-16;3.365700006484986;3.412
2016-12-19;3.390399932861328;3.513
2016-12-20;3.363899946212769;3.51
2016-12-21;3.353100061416626;3.499
2016-12-22;3.325400114059448;1.679
2016-12-23;3.28629994392395;3.507
2016-12-26;3.2695000171661377;3.551
2016-12-27;3.2695999145507812;3.504
2016-12-28;3.269399881362915;3.485
2016-12-29;3.2825000286102295;3.485
2016-12-30;3.2523000240325928;3.427
2017-01-02;3.253200054168701;3.508
2017-01-03;3.2839999198913574;3.484
2017-01-04;3.263499975204468;3.477
2017-01-05;3.214099884033203;3.452
2017-01-06;3.197700023651123;3.409
2017-01-09;3.2221999168395996;3.493
2017-01-10;3.195499897003174;3.417
2017-01-11;3.194499969482422;3.447
2017-01-12;3.1963000297546387;3.405
2017-01-13;3.186800003051758;3.374
2017-01-16;3.186800003051758;3.395
2017-01-17;3.240499973297119;3.368
2017-01-18;3.2098000049591064;3.316
2017-01-19;3.229599952697754;3.363
2017-01-20;3.1949000358581543;3.36
2017-01-23;3.1422998905181885;3.306
2017-01-24;3.1617000102996826;3.268
2017-01-25;3.1686999797821045;3.306
2017-01-26;3.1684999465942383;3.281
2017-01-27;3.176100015640259;3.277
2017-01-30;3.109600067138672;3.29
2017-01-31;3.125499963760376;3.272
2017-02-01;3.150099992752075;3.265
2017-02-02;3.128000020980835;3.287
2017-02-03;3.122499942779541;3.241
2017-02-06;3.119499921798706;3.202
2017-02-07;3.1136999130249023;3.212
2017-02-08;3.1166999340057373;3.277
2017-02-09;3.1159000396728516;3.262
2017-02-10;3.1287999153137207;3.258
2017-02-13;3.107100009918213;3.25
2017-02-14;3.110100030899048;3.279
2017-02-15;3.081199884414673;3.247
2017-02-16;3.0560998916625977;3.194
2017-02-17;3.0875000953674316;3.213
2017-02-20;3.0954999923706055;3.236
2017-02-21;3.0855000019073486;3.241
2017-02-22;3.093899965286255;3.245
2017-02-23;3.062299966812134;3.25
2017-02-24;3.06030011177063;3.228
2017-02-27;3.094599962234497;3.239
2017-02-28;3.105299949645996;3.268
2017-03-01;3.1080000400543213;3.293
2017-03-02;3.088200092315674;3.309
2017-03-03;3.154599905014038;3.327
2017-03-06;3.119999885559082;3.324
2017-03-07;3.137200117111206;3.378
2017-03-08;3.1159000396728516;3.368
2017-03-09;3.1593000888824463;3.426
2017-03-10;3.1912999153137207;3.419
2017-03-13;3.1475000381469727;3.418
2017-03-14;3.152400016784668;3.399
2017-03-15;3.1637001037597656;3.417
2017-03-16;3.099900007247925;3.333
2017-03-17;3.11929988861084;3.28
2017-03-20;3.0866000652313232;3.295
2017-03-21;3.071000099182129;3.276
2017-03-22;3.0868000984191895;3.307
2017-03-23;3.0848000049591064;3.283
2017-03-24;3.1380999088287354;3.28
2017-03-27;3.109699964523315;3.273
2017-03-28;3.125200033187866;3.297
2017-03-29;3.138400077819824;3.321
2017-03-30;3.1221001148223877;3.325
2017-03-31;3.147700071334839;3.332
2017-04-03;3.121799945831299;3.348
2017-04-04;3.11299991607666;3.361
2017-04-05;3.095599889755249;3.349
2017-04-06;3.1196000576019287;3.359
2017-04-07;3.1414999961853027;3.36
2017-04-10;3.144700050354004;3.372
2017-04-11;3.1317999362945557;3.387
2017-04-12;3.1368000507354736;3.39
2017-04-13;3.123500108718872;3.354
2017-04-14;3.142400026321411;3.337
2017-04-17;3.143699884414673;3.307
2017-04-18;3.1303000450134277;3.289
2017-04-19;3.1064999103546143;3.284
2017-04-20;3.1482999324798584;3.297
2017-04-21;3.14709997177124;3.296
2017-04-24;3.1468000411987305;3.28
2017-04-25;3.127000093460083;3.326
2017-04-26;3.147200107574463;3.315
2017-04-27;3.171099901199341;3.381
2017-04-28;3.1810998916625977;3.393
2017-05-01;3.176100015640259;3.401
2017-05-02;3.175100088119507;3.379
2017-05-03;3.1501998901367188;3.384
2017-05-04;3.162100076675415;3.41
2017-05-05;3.1849000453948975;3.43
2017-05-08;3.17770004272461;3.445
2017-05-09;3.1963999271392822;3.444
2017-05-10;3.186800003051758;3.48
2017-05-11;3.1656999588012695;3.479
2017-05-12;3.138999938964844;3.44
2017-05-15;3.17770004272461;3.443
2017-05-16;3.1082000732421875;3.402
2017-05-17;3.0957999229431152;3.364
2017-05-18;3.1333999633789062;3.347
2017-05-19;3.36899995803833;3.429
2017-05-22;3.2532999515533447;3.375
2017-05-23;3.265399932861328;3.357
2017-05-24;3.2685999870300293;3.365
2017-05-25;3.274199962615967;3.313
2017-05-26;3.2734999656677246;3.319
2017-05-29;3.17770004272461;3.349
2017-05-30;3.2553999423980713;3.327
2017-05-31;3.256200075149536;3.367
2017-06-01;3.225100040435791;3.317
2017-06-02;3.249000072479248;3.328
2017-06-05;3.2492001056671143;3.299
2017-06-06;3.296099901199341;3.288
2017-06-07;3.2760000228881836;3.278
2017-06-08;3.2672998905181885;3.3
2017-06-09;3.2595999240875244;3.264
2017-06-12;3.17770004272461;3.267
2017-06-13;3.316699981689453;3.287
2017-06-14;3.3143999576568604;3.283
2017-06-15;3.272599935531616;3.261
2017-06-16;3.2736001014709473;3.299
2017-06-19;3.288599967956543;3.271
2017-06-20;3.281100034713745;3.273
2017-06-21;3.325500011444092;3.273
2017-06-22;3.333400011062622;3.309
2017-06-23;3.3396999835968018;3.274
2017-06-26;3.3415000438690186;3.231
2017-06-27;3.294800043106079;3.248
2017-06-28;3.312000036239624;3.223
2017-06-29;3.2795000076293945;3.245
2017-06-30;3.30270004272461;3.241
2017-07-03;3.17770004272461;3.236
2017-07-04;3.30049991607666;3.285
2017-07-05;3.3092000484466553;3.255
2017-07-06;3.2869999408721924;3.293
2017-07-07;3.297300100326538;3.321
2017-07-10;3.17770004272461;3.292
2017-07-12;3.2530999183654785;3.298
2017-07-13;3.2067999839782715;3.293
2017-07-14;3.2100000381469727;3.233
2017-07-17;3.17770004272461;3.193
2017-07-18;3.1812000274658203;3.214
2017-07-19;3.1526999473571777;3.194
2017-07-20;3.147700071334839;3.159
2017-07-21;3.1184000968933105;3.132
2017-07-24;3.17770004272461;3.14
2017-07-25;3.144399881362915;3.173
2017-07-26;3.1712000370025635;3.154
2017-07-27;3.137500047683716;3.125
2017-07-28;3.152600049972534;3.124
2017-07-31;3.17770004272461;3.116
2017-08-01;3.1257998943328857;3.143
2017-08-02;3.12280011177063;3.154
2017-08-03;3.1122000217437744;3.173
2017-08-04;3.111500024795532;3.138
2017-08-07;3.129300117492676;3.176
2017-08-08;3.1242001056671143;3.177
2017-08-09;3.1259000301361084;3.18
2017-08-10;3.1522998809814453;3.183
2017-08-11;3.1735999584198;3.198
2017-08-14;3.17770004272461;3.181
2017-08-15;3.1872000694274902;3.19
2017-08-16;3.16759991645813;3.198
2017-08-17;3.151400089263916;3.149
2017-08-18;3.17330002784729;3.19
2017-08-21;3.17770004272461;3.17
2017-08-22;3.163000106811523;3.154
2017-08-23;3.1605000495910645;3.171
2017-08-24;3.1393001079559326;3.174
2017-08-25;3.1465001106262207;3.176
2017-08-28;3.1586999893188477;3.133
2017-08-29;3.165800094604492;3.14
2017-08-30;3.1642000675201416;3.157
2017-08-31;3.158799886703491;3.168
2017-09-01;3.1459999084472656;3.142
2017-09-04;3.17770004272461;3.145
2017-09-05;3.139400005340576;3.151
2017-09-06;3.115799903869629;3.133
2017-09-07;3.097899913787842;3.108
2017-09-08;3.097599983215332;3.079
2017-09-11;3.17770004272461;3.107
2017-09-12;3.0996999740600586;3.114
2017-09-13;3.1219000816345215;3.098
2017-09-14;3.1315999031066895;3.143
2017-09-15;3.1180999279022217;3.148
2017-09-18;3.109699964523315;3.122
2017-09-19;3.1349000930786133;3.125
2017-09-20;3.1328001022338867;3.149
2017-09-21;3.1305999755859375;3.129
2017-09-22;3.134500026702881;3.129
2017-09-25;3.123500108718872;3.15
2017-09-26;3.1572999954223633;3.191
2017-09-27;3.1638998985290527;3.208
2017-09-28;3.1919000148773193;3.204
2017-09-29;3.1809000968933105;3.216
2017-10-02;3.1633999347686768;3.236
2017-10-03;3.152899980545044;3.239
2017-10-04;3.1407999992370605;3.235
2017-10-05;3.13319993019104;3.228
2017-10-06;3.152400016784668;3.24
2017-10-09;3.1554999351501465;3.264
2017-10-10;3.186800003051758;3.267
2017-10-11;3.177799940109253;3.288
2017-10-12;3.1696999073028564;3.261
2017-10-13;3.1689999103546143;3.217
2017-10-16;3.146199941635132;3.181
2017-10-17;3.170300006866455;3.183
2017-10-18;3.156100034713745;3.182
2017-10-19;3.170099973678589;3.199
2017-10-20;3.164900064468384;3.227
2017-10-23;3.1909000873565674;3.305
2017-10-24;3.2344000339508057;3.267
2017-10-25;3.2425999641418457;3.332
2017-10-26;3.2311999797821045;3.335
2017-10-27;3.2864999771118164;3.394
2017-10-30;3.234800100326538;3.359
2017-10-31;3.2873001098632812;3.339
2017-11-01;3.2695999145507812;3.354
2017-11-02;3.266200065612793;3.359
2017-11-03;3.2646000385284424;3.322
2017-11-06;3.29259991645813;3.364
2017-11-07;3.2479000091552734;3.339
2017-11-08;3.2701001167297363;3.351
2017-11-09;3.251300096511841;3.354
2017-11-10;3.248699903488159;3.323
2017-11-13;3.276400089263916;3.348
2017-11-14;3.275899887084961;3.38
2017-11-15;3.311899900436402;3.334
2017-11-17;3.2706000804901123;3.363
2017-11-20;3.254499912261963;3.375
2017-11-21;3.253999948501587;3.383
2017-11-22;3.2572999000549316;3.376
2017-11-23;3.222899913787842;3.313
2017-11-24;3.2202999591827393;3.295
2017-11-27;3.232899904251098;3.33
2017-11-28;3.2263998985290527;3.325
2017-11-29;3.209700107574463;3.326
2017-11-30;3.244800090789795;3.333
2017-12-01;3.271199941635132;3.332
2017-12-04;3.2574000358581543;3.357
2017-12-05;3.2425999641418457;3.366
2017-12-06;3.240299940109253;3.339
2017-12-07;3.234299898147583;3.355
2017-12-08;3.2871999740600586;3.411
2017-12-11;3.2878000736236572;3.38
2017-12-12;3.303299903869629;3.339
2017-12-13;3.303100109100342;3.349
2017-12-14;3.3085999488830566;3.266
2017-12-15;3.340399980545044;3.274
2017-12-18;3.2920000553131104;3.252
2017-12-19;3.2904999256134033;3.22
2017-12-20;3.2885000705718994;3.229
2017-12-21;3.2964999675750732;3.215
2017-12-22;3.30679988861084;3.181
2017-12-25;3.3380000591278076;3.167
2017-12-26;3.3355000019073486;3.141
2017-12-27;3.3097000122070312;3.152
2017-12-28;3.3132998943328857;3.119
2017-12-29;3.3111000061035156;3.118
2018-01-01;3.3076000213623047;3.092
2018-01-02;3.311000108718872;3.077
2018-01-03;3.2578001022338867;3.07
2018-01-04;3.2355000972747803;3.062
2018-01-05;3.233099937438965;3.021
2018-01-08;3.226599931716919;3.046
2018-01-09;3.239000082015991;3.054
2018-01-10;3.246799945831299;3.045
2018-01-11;3.2263998985290527;3.048
2018-01-12;3.214200019836426;2.967
2018-01-15;3.200700044631958;2.968
2018-01-16;3.213200092315674;2.92
2018-01-17;3.2227001190185547;2.956
2018-01-18;3.2221999168395996;2.967
2018-01-19;3.2051000595092773;2.939
2018-01-22;3.194700002670288;2.956
2018-01-23;3.200700044631958;2.96
2018-01-24;3.2355000972747803;2.949
2018-01-25;3.1451001167297363;2.921
2018-01-26;3.146899938583374;2.933
2018-01-29;3.1510000228881836;2.913
2018-01-30;3.153599977493286;2.938
2018-01-31;3.179500102996826;2.935
2018-02-01;3.1847000122070312;2.907
2018-02-02;3.1637001037597656;2.904
2018-02-05;3.215399980545044;2.982
2018-02-06;3.261100053787231;2.998
2018-02-07;3.2334001064300537;2.972
2018-02-08;3.26990008354187;3.03
2018-02-09;3.284600019454956;3.068
2018-02-12;3.290800094604492;3.056
2018-02-13;3.2939999103546143;3.024
2018-02-14;3.2941999435424805;3.018
2018-02-15;3.216200113296509;2.953
2018-02-16;3.2263998985290527;2.923
2018-02-19;3.2281999588012695;2.934
2018-02-20;3.233099937438965;2.965
2018-02-21;3.254300117492676;2.982
2018-02-22;3.2676000595092773;2.994
2018-02-23;3.248699903488159;2.976
2018-02-26;3.2372000217437744;2.939
2018-02-27;3.2225000858306885;2.975
2018-02-28;3.248500108718872;3.017
2018-03-01;3.244800090789795;3.062
2018-03-02;3.25;3.048
2018-03-05;3.2495999336242676;3.061
2018-03-06;3.240999937057495;3.048
2018-03-07;3.2079999446868896;3.041
2018-03-08;3.2428998947143555;3.04
2018-03-09;3.2660999298095703;3.061
