;BRL;BRL_emerg_PCA
2013-12-18;2.3164000511169434;2.293
2013-12-19;2.328900098800659;2.309
2013-12-20;2.3545000553131104;2.32
2013-12-23;2.382699966430664;2.291
2013-12-24;2.3540000915527344;2.294
2013-12-25;2.3552000522613525;2.298
2013-12-26;2.3545000553131104;2.296
2013-12-27;2.352299928665161;2.292
2013-12-30;2.3334999084472656;2.287
2013-12-31;2.359299898147583;2.296
2014-01-01;2.3592000007629395;2.302
2014-01-02;2.357100009918213;2.283
2014-01-03;2.384700059890747;2.355
2014-01-06;2.371500015258789;2.35
2014-01-07;2.373699903488159;2.376
2014-01-08;2.3687000274658203;2.365
2014-01-09;2.3919999599456787;2.396
2014-01-10;2.388000011444092;2.4
2014-01-14;2.356800079345703;2.364
2014-01-15;2.351599931716919;2.36
2014-01-16;2.3554999828338623;2.377
2014-01-17;2.360599994659424;2.401
2014-01-20;2.3475000858306885;2.413
2014-01-21;2.3405001163482666;2.414
2014-01-22;2.357800006866455;2.447
2014-01-23;2.3696000576019287;2.44
2014-01-24;2.390899896621704;2.469
2014-01-27;2.393199920654297;2.474
2014-01-28;2.4184000492095947;2.513
2014-01-29;2.4233999252319336;2.449
2014-01-30;2.4323999881744385;2.526
2014-01-31;2.408799886703491;2.525
2014-02-03;2.422300100326538;2.534
2014-02-04;2.4372000694274902;2.598
2014-02-05;2.406399965286255;2.39
2014-02-06;2.3954999446868896;2.557
2014-02-07;2.379499912261963;2.516
2014-02-10;2.375200033187866;2.492
2014-02-11;2.4061999320983887;2.539
2014-02-12;2.401400089263916;2.491
2014-02-13;2.4170000553131104;2.5
2014-02-14;2.3910000324249268;2.487
2014-02-17;2.3840999603271484;2.454
2014-02-18;2.3817999362945557;2.443
2014-02-19;2.386100053787231;2.513
2014-02-20;2.388999938964844;2.516
2014-02-21;2.3696000576019287;2.515
2014-02-24;2.34060001373291;2.466
2014-02-25;2.3362998962402344;2.482
2014-02-26;2.338799953460694;2.47
2014-02-27;2.3480000495910645;2.513
2014-02-28;2.319000005722046;2.495
2014-03-03;2.333400011062622;2.472
2014-03-04;2.341099977493286;2.519
2014-03-05;2.3378000259399414;2.476
2014-03-06;2.317300081253052;2.48
2014-03-07;2.319999933242798;2.448
2014-03-10;2.335599899291992;2.476
2014-03-11;2.3431999683380127;2.499
2014-03-12;2.3594000339508057;2.533
2014-03-13;2.352299928665161;2.516
2014-03-14;2.3610999584198;2.511
2014-03-17;2.3405001163482666;2.474
2014-03-18;2.346100091934204;2.492
2014-03-19;2.329400062561035;2.467
2014-03-20;2.344599962234497;2.494
2014-03-21;2.3232998847961426;2.488
2014-03-24;2.3197999000549316;2.47
2014-03-25;2.3185999393463135;2.472
2014-03-26;2.3090999126434326;2.449
2014-03-27;2.2929000854492188;2.44
2014-03-28;2.256200075149536;2.429
2014-03-31;2.2560999393463135;2.394
2014-04-01;2.2692999839782715;2.377
2014-04-02;2.2583000659942627;2.391
2014-04-03;2.265000104904175;2.375
2014-04-04;2.2764999866485596;2.408
2014-04-07;2.230799913406372;2.38
2014-04-08;2.2142999172210693;2.376
2014-04-09;2.198899984359741;2.355
2014-04-10;2.181299924850464;0.955
2014-04-11;2.203900098800659;2.34
2014-04-14;2.213900089263916;2.321
2014-04-15;2.2123000621795654;2.339
2014-04-16;2.233599901199341;2.36
2014-04-17;2.2381999492645264;2.358
2014-04-18;2.2281999588012695;2.353
2014-04-21;2.2281999588012695;2.342
2014-04-22;2.2281999588012695;2.36
2014-04-23;2.236999988555908;2.362
2014-04-24;2.217900037765503;2.367
2014-04-25;2.2090001106262207;2.366
2014-04-28;2.238800048828125;2.358
2014-04-29;2.2202999591827393;2.369
2014-04-30;2.2332000732421875;2.373
2014-05-01;2.2279999256134033;2.368
2014-05-02;2.2307000160217285;2.357
2014-05-05;2.2149999141693115;2.355
2014-05-06;2.242300033569336;2.362
2014-05-07;2.2269999980926514;2.355
2014-05-08;2.2139999866485596;2.348
2014-05-09;2.2130000591278076;2.34
2014-05-12;2.2074999809265137;2.343
2014-05-13;2.20989990234375;2.314
2014-05-14;2.2116000652313232;2.31
2014-05-15;2.199700117111206;2.308
2014-05-16;2.21560001373291;2.335
2014-05-19;2.2102999687194824;2.312
2014-05-20;2.202899932861328;2.315
2014-05-21;2.2128000259399414;2.328
2014-05-22;2.2051000595092773;2.318
2014-05-23;2.2107999324798584;2.32
2014-05-26;2.2190001010894775;2.317
2014-05-27;2.221100091934204;2.313
2014-05-28;2.232800006866455;2.323
2014-05-29;2.22760009765625;2.328
2014-05-30;2.223599910736084;2.315
2014-06-02;2.236799955368042;2.31
2014-06-03;2.2737998962402344;2.323
2014-06-04;2.276599884033203;2.332
2014-06-05;2.275399923324585;2.344
2014-06-06;2.2562999725341797;2.31
2014-06-09;2.242799997329712;2.299
2014-06-10;2.2262001037597656;2.314
2014-06-11;2.219099998474121;2.328
2014-06-12;2.2304000854492188;2.341
2014-06-13;2.2269999980926514;2.326
2014-06-16;2.219599962234497;2.338
2014-06-17;2.22979998588562;2.322
2014-06-18;2.2588000297546387;2.362
2014-06-19;2.2197000980377197;2.339
2014-06-20;2.2195000648498535;2.338
2014-06-23;2.226799964904785;2.315
2014-06-24;2.2130000591278076;2.301
2014-06-25;2.22160005569458;2.321
2014-06-26;2.2047998905181885;2.318
2014-06-27;2.1939001083374023;2.327
2014-06-30;2.191800117492676;2.326
2014-07-01;2.211699962615967;2.326
2014-07-02;2.1981000900268555;2.287
2014-07-03;2.2223000526428223;2.335
2014-07-04;2.2067999839782715;2.282
2014-07-07;2.2098000049591064;2.306
2014-07-08;2.2225000858306885;2.324
2014-07-09;2.209399938583374;2.328
2014-07-10;2.20740008354187;2.306
2014-07-11;2.218600034713745;2.321
2014-07-14;2.2174999713897705;2.317
2014-07-15;2.2072999477386475;2.324
2014-07-16;2.2158000469207764;2.337
2014-07-17;2.2207000255584717;2.333
2014-07-18;2.2553999423980713;2.361
2014-07-21;2.2223000526428223;2.334
2014-07-22;2.2181999683380127;2.339
2014-07-23;2.2083001136779785;2.326
2014-07-24;2.21589994430542;2.326
2014-07-25;2.2153000831604004;2.329
2014-07-28;2.222100019454956;2.326
2014-07-29;2.2193000316619873;2.327
2014-07-30;2.2269999980926514;2.333
2014-07-31;2.2437000274658203;2.344
2014-08-01;2.2602999210357666;2.356
2014-08-04;2.2523000240325928;2.353
2014-08-05;2.253999948501587;2.345
2014-08-06;2.276299953460694;2.361
2014-08-07;2.270699977874756;2.369
2014-08-08;2.294100046157837;2.369
2014-08-11;2.2790000438690186;2.353
2014-08-12;2.27239990234375;2.355
2014-08-13;2.274899959564209;2.36
2014-08-14;2.2785000801086426;2.362
2014-08-15;2.2639000415802;2.361
2014-08-18;2.2455999851226807;2.355
2014-08-19;2.255199909210205;2.354
2014-08-20;2.243499994277954;2.361
2014-08-21;2.2572999000549316;2.381
2014-08-22;2.2667999267578125;2.372
2014-09-01;2.231600046157837;2.396
2014-09-02;2.2430999279022217;2.4
2014-09-03;2.239799976348877;2.406
2014-09-04;2.2339999675750732;2.391
2014-09-05;2.239300012588501;2.426
2014-09-08;2.237799882888794;2.405
2014-09-09;2.265000104904175;2.423
2014-09-10;2.2832000255584717;2.428
2014-09-11;2.2852001190185547;2.432
2014-09-12;2.2948999404907227;2.431
2014-09-15;2.271899938583374;2.43
2014-09-16;2.3394999504089355;2.43
2014-09-17;2.333699941635132;2.415
2014-09-18;2.355299949645996;2.438
2014-09-19;2.3631999492645264;2.426
2014-09-22;2.365000009536743;2.43
2014-09-23;2.395699977874756;2.447
2014-09-24;2.4096999168395996;2.446
2014-09-25;2.3794000148773193;2.444
2014-09-26;2.4251999855041504;2.451
2014-09-29;2.419800043106079;2.472
2014-09-30;2.44350004196167;2.469
2014-10-01;2.4358999729156494;2.466
2014-10-02;2.4816999435424805;2.468
2014-10-03;2.4921000003814697;2.482
2014-10-06;2.454900026321411;2.497
2014-10-07;2.425299882888794;2.461
2014-10-08;2.393199920654297;2.473
2014-10-09;2.374000072479248;2.467
2014-10-10;2.39490008354187;2.456
2014-10-13;2.385999917984009;2.459
2014-10-14;2.390500068664551;2.44
2014-10-15;2.3961000442504883;2.45
2014-10-16;2.452399969100952;2.431
2014-10-17;2.46589994430542;2.449
2014-10-20;2.4307000637054443;2.462
2014-10-21;2.4621999263763428;2.454
2014-10-22;2.4779999256134033;2.446
2014-10-23;2.484299898147583;2.46
2014-10-24;2.495699882507324;2.443
2014-10-27;2.468899965286255;2.44
2014-10-28;2.5195999145507812;2.446
2014-10-29;2.458199977874756;2.426
2014-10-30;2.457799911499023;2.447
2014-10-31;2.401599884033203;2.435
2014-11-03;2.4135000705718994;2.459
2014-11-04;2.492300033569336;2.479
2014-11-05;2.4939000606536865;2.461
2014-11-06;2.501300096511841;2.488
2014-11-07;2.5666000843048096;2.51
2014-11-10;2.5488998889923096;2.485
2014-11-11;2.5494000911712646;2.489
2014-11-12;2.5543999671936035;2.482
2014-11-13;2.563100099563598;2.491
2014-11-14;2.585900068283081;2.491
2014-11-17;2.5968000888824463;2.48
2014-11-18;2.604700088500977;2.502
2014-11-19;2.5790998935699463;2.486
2014-11-20;2.5689001083374023;2.5
2014-11-21;2.569700002670288;2.482
2014-11-24;2.51200008392334;2.495
2014-11-25;2.5425000190734863;2.481
2014-11-26;2.527100086212158;2.475
2014-11-27;2.4979000091552734;2.476
2014-11-28;2.5271999835968018;2.484
2014-12-01;2.5315001010894775;2.515
2014-12-02;2.556999921798706;2.527
2014-12-03;2.5648999214172363;2.538
2014-12-04;2.549099922180176;2.54
2014-12-05;2.5882999897003174;2.54
2014-12-08;2.5861001014709473;2.55
2014-12-09;2.59660005569458;2.579
2014-12-10;2.5894999504089355;2.575
2014-12-11;2.613100051879883;2.566
2014-12-12;2.646699905395508;2.576
2014-12-15;2.649600028991699;2.588
2014-12-16;2.6921000480651855;2.276
